Collection,Organisation type,Organisation code,Organisation name,PHE Centre,STP,Year,Month,Metric,Figure,Data signed off,Data changed since last publication?
E. coli,NHS acute trust,RA7, University Hospitals Bristol and Weston NHS Foundation Trust,South West,"Bristol, North Somerset and South Gloucestershire STP",2019,6,Hospital-onset,10,N/A,N/A
E. coli,NHS acute trust,RA9, Torbay and South Devon,South West,Devon STP,2019,6,Hospital-onset,4,N/A,N/A
E. coli,NHS acute trust,RAE, Bradford Teaching Hospitals,Yorkshire and Humber,West Yorkshire and Harrogate Health & Care Partnership (STP),2019,6,Hospital-onset,4,N/A,N/A
E. coli,NHS acute trust,RAJ, Mid and South Essex NHS Foundation,East of England,Mid and South Essex STP,2019,6,Hospital-onset,10,N/A,N/A
E. coli,NHS acute trust,RAL, Royal Free London,London,North London Partners in Health & Care (STP),2019,6,Hospital-onset,13,N/A,N/A
E. coli,NHS acute trust,RAN, Royal National Orthopaedic Hospital,London,North West London Health & Care Partnership (STP),2019,6,Hospital-onset,0,N/A,N/A
E. coli,NHS acute trust,RAP, North Middlesex University Hospital,London,North London Partners in Health & Care (STP),2019,6,Hospital-onset,6,N/A,N/A
E. coli,NHS acute trust,RAS, The Hillingdon Hospitals,London,North West London Health & Care Partnership (STP),2019,6,Hospital-onset,4,N/A,N/A
E. coli,NHS acute trust,RAX, Kingston Hospital,London,South West London Health & Care Partnership (STP),2019,6,Hospital-onset,0,N/A,N/A
E. coli,NHS acute trust,RBD, Dorset County Hospital,South West,Dorset STP,2019,6,Hospital-onset,3,N/A,N/A
E. coli,NHS acute trust,RBK, Walsall Healthcare,West Midlands,The Black Country and West Birmingham STP,2019,6,Hospital-onset,3,N/A,N/A
E. coli,NHS acute trust,RBL, Wirral University Teaching Hospital,North West,Cheshire and Merseyside STP,2019,6,Hospital-onset,3,N/A,N/A
E. coli,NHS acute trust,RBN, St. Helens and Knowsley Hospitals,North West,Cheshire and Merseyside STP,2019,6,Hospital-onset,5,N/A,N/A
E. coli,NHS acute trust,RBQ, Liverpool Heart & Chest Hospital,North West,Cheshire and Merseyside STP,2019,6,Hospital-onset,0,N/A,N/A
E. coli,NHS acute trust,RBS, Alder Hey Children's,North West,Cheshire and Merseyside STP,2019,6,Hospital-onset,3,N/A,N/A
E. coli,NHS acute trust,RBT, Mid Cheshire Hospitals,North West,Cheshire and Merseyside STP,2019,6,Hospital-onset,7,N/A,N/A
E. coli,NHS acute trust,RBV, The Christie Hospital,North West,Greater Manchester Health & Social Care Partnership,2019,6,Hospital-onset,1,N/A,N/A
E. coli,NHS acute trust,RBZ, Northern Devon Healthcare,South West,Devon STP,2019,6,Hospital-onset,2,N/A,N/A
E. coli,NHS acute trust,RC9, Bedfordshire Hospitals NHS Foundation Trust,East of England,"Bedfordshire, Luton and Milton Keynes STP",2019,6,Hospital-onset,1,N/A,N/A
E. coli,NHS acute trust,RCB, York Teaching Hospital,Yorkshire and Humber,"Humber, Coast and Vale STP",2019,6,Hospital-onset,5,N/A,N/A
E. coli,NHS acute trust,RCD, Harrogate & District,Yorkshire and Humber,"Humber, Coast and Vale STP",2019,6,Hospital-onset,0,N/A,N/A
E. coli,NHS acute trust,RCF, Airedale,Yorkshire and Humber,West Yorkshire and Harrogate Health & Care Partnership (STP),2019,6,Hospital-onset,3,N/A,N/A
E. coli,NHS acute trust,RCU, Sheffield Children's,Yorkshire and Humber,South Yorkshire and Bassetlaw STP,2019,6,Hospital-onset,0,N/A,N/A
E. coli,NHS acute trust,RCX, The Queen Elizabeth Hospital King's Lynn,East of England,Norfolk and Waveney Health & Care Partnership (STP),2019,6,Hospital-onset,0,N/A,N/A
E. coli,NHS acute trust,RD1, Royal United Hospitals Bath,South West,"Bath and North East Somerset, Swindon and Wiltshire STP",2019,6,Hospital-onset,4,N/A,N/A
E. coli,NHS acute trust,RD8, Milton Keynes University Hospital,East of England,"Bedfordshire, Luton and Milton Keynes STP",2019,6,Hospital-onset,0,N/A,N/A
E. coli,NHS acute trust,RDE, East Suffolk and North Essex,East of England,Suffolk and North East Essex STP,2019,6,Hospital-onset,7,N/A,N/A
E. coli,NHS acute trust,RDU, Frimley Health,South East,Frimley Health & Care (STP),2019,6,Hospital-onset,8,N/A,N/A
E. coli,NHS acute trust,REF, Royal Cornwall Hospitals,South West,Cornwall and the Isles of Scilly Health & Social Care Partnership (STP),2019,6,Hospital-onset,5,N/A,N/A
E. coli,NHS acute trust,REM, Liverpool University Hospitals NHS Foundation Trust,North West,Cheshire and Merseyside STP,2019,6,Hospital-onset,8,N/A,N/A
E. coli,NHS acute trust,REN, The Clatterbridge Cancer Centre,North West,Cheshire and Merseyside STP,2019,6,Hospital-onset,0,N/A,N/A
E. coli,NHS acute trust,REP, Liverpool Women's,North West,Cheshire and Merseyside STP,2019,6,Hospital-onset,1,N/A,N/A
E. coli,NHS acute trust,RET, The Walton Centre,North West,Cheshire and Merseyside STP,2019,6,Hospital-onset,0,N/A,N/A
E. coli,NHS acute trust,RF4," Barking, Havering & Redbridge University Hospitals",London,East London Health & Care Partnership (STP),2019,6,Hospital-onset,12,N/A,N/A
E. coli,NHS acute trust,RFF, Barnsley Hospital,Yorkshire and Humber,South Yorkshire and Bassetlaw STP,2019,6,Hospital-onset,2,N/A,N/A
E. coli,NHS acute trust,RFR, The Rotherham,Yorkshire and Humber,South Yorkshire and Bassetlaw STP,2019,6,Hospital-onset,4,N/A,N/A
E. coli,NHS acute trust,RFS, Chesterfield Royal Hospital,East Midlands,Joined Up Care Derbyshire STP,2019,6,Hospital-onset,2,N/A,N/A
E. coli,NHS acute trust,RGM, Royal Papworth Hospital,East of England,Cambridgeshire and Peterborough STP,2019,6,Hospital-onset,1,N/A,N/A
E. coli,NHS acute trust,RGN, North West Anglia,East of England,Cambridgeshire and Peterborough STP,2019,6,Hospital-onset,3,N/A,N/A
E. coli,NHS acute trust,RGP, James Paget University Hospitals,East of England,Norfolk and Waveney Health & Care Partnership (STP),2019,6,Hospital-onset,1,N/A,N/A
E. coli,NHS acute trust,RGR, West Suffolk,East of England,Suffolk and North East Essex STP,2019,6,Hospital-onset,2,N/A,N/A
E. coli,NHS acute trust,RGT, Cambridge University Hospitals,East of England,Cambridgeshire and Peterborough STP,2019,6,Hospital-onset,11,N/A,N/A
E. coli,NHS acute trust,RH5, Somerset NHS Foundation Trust,South West,Somerset STP,2019,6,Hospital-onset,2,N/A,N/A
E. coli,NHS acute trust,RH8, Royal Devon & Exeter,South West,Devon STP,2019,6,Hospital-onset,4,N/A,N/A
E. coli,NHS acute trust,RHM, University Hospital Southampton,South East,Hampshire and the Isle of Wight STP,2019,6,Hospital-onset,3,N/A,N/A
E. coli,NHS acute trust,RHQ, Sheffield Teaching Hospitals,Yorkshire and Humber,South Yorkshire and Bassetlaw STP,2019,6,Hospital-onset,18,N/A,N/A
E. coli,NHS acute trust,RHU, Portsmouth Hospitals,South East,Hampshire and the Isle of Wight STP,2019,6,Hospital-onset,6,N/A,N/A
E. coli,NHS acute trust,RHW, Royal Berkshire,South East,"Buckinghamshire, Oxfordshire and Berkshire West STP",2019,6,Hospital-onset,10,N/A,N/A
E. coli,NHS acute trust,RJ1, Guy's & St. Thomas',London,Our Healthier South East London STP,2019,6,Hospital-onset,10,N/A,N/A
E. coli,NHS acute trust,RJ2, Lewisham & Greenwich,London,Our Healthier South East London STP,2019,6,Hospital-onset,4,N/A,N/A
E. coli,NHS acute trust,RJ6, Croydon Health Services,London,South West London Health & Care Partnership (STP),2019,6,Hospital-onset,1,N/A,N/A
E. coli,NHS acute trust,RJ7, St. George's University Hospitals,London,South West London Health & Care Partnership (STP),2019,6,Hospital-onset,5,N/A,N/A
E. coli,NHS acute trust,RJC, South Warwickshire,West Midlands,Coventry and Warwickshire STP,2019,6,Hospital-onset,2,N/A,N/A
E. coli,NHS acute trust,RJE, University Hospitals of North Midlands,West Midlands,Staffordshire & Stoke on Trent STP,2019,6,Hospital-onset,9,N/A,N/A
E. coli,NHS acute trust,RJL, Northern Lincolnshire & Goole,Yorkshire and Humber,"Humber, Coast and Vale STP",2019,6,Hospital-onset,2,N/A,N/A
E. coli,NHS acute trust,RJN, East Cheshire,North West,Cheshire and Merseyside STP,2019,6,Hospital-onset,2,N/A,N/A
E. coli,NHS acute trust,RJR, Countess of Chester Hospital,North West,Cheshire and Merseyside STP,2019,6,Hospital-onset,2,N/A,N/A
E. coli,NHS acute trust,RJZ, King's College Hospital,London,Our Healthier South East London STP,2019,6,Hospital-onset,13,N/A,N/A
E. coli,NHS acute trust,RK5, Sherwood Forest Hospitals,East Midlands,Nottingham and Nottinghamshire Health and Care STP,2019,6,Hospital-onset,4,N/A,N/A
E. coli,NHS acute trust,RK9, University Hospitals Plymouth,South West,Devon STP,2019,6,Hospital-onset,6,N/A,N/A
E. coli,NHS acute trust,RKB, University Hospitals Coventry & Warwickshire,West Midlands,Coventry and Warwickshire STP,2019,6,Hospital-onset,5,N/A,N/A
E. coli,NHS acute trust,RKE, Whittington Health,London,North London Partners in Health & Care (STP),2019,6,Hospital-onset,5,N/A,N/A
E. coli,NHS acute trust,RL1, The Robert Jones & Agnes Hunt Orthopaedic Hospital,West Midlands,Shropshire and Telford and Wrekin STP,2019,6,Hospital-onset,0,N/A,N/A
E. coli,NHS acute trust,RL4, The Royal Wolverhampton,West Midlands,The Black Country and West Birmingham STP,2019,6,Hospital-onset,3,N/A,N/A
E. coli,NHS acute trust,RLQ, Wye Valley,West Midlands,Herefordshire and Worcestershire STP,2019,6,Hospital-onset,2,N/A,N/A
E. coli,NHS acute trust,RLT, George Eliot Hospital,West Midlands,Coventry and Warwickshire STP,2019,6,Hospital-onset,1,N/A,N/A
E. coli,NHS acute trust,RM1, Norfolk & Norwich University Hospitals,East of England,Norfolk and Waveney Health & Care Partnership (STP),2019,6,Hospital-onset,3,N/A,N/A
E. coli,NHS acute trust,RM3, Salford Royal,North West,Greater Manchester Health & Social Care Partnership,2019,6,Hospital-onset,4,N/A,N/A
E. coli,NHS acute trust,RMC, Bolton,North West,Greater Manchester Health & Social Care Partnership,2019,6,Hospital-onset,6,N/A,N/A
E. coli,NHS acute trust,RMP, Tameside Hospital,North West,Greater Manchester Health & Social Care Partnership,2019,6,Hospital-onset,1,N/A,N/A
E. coli,NHS acute trust,RN3, Great Western Hospitals,South West,"Bath and North East Somerset, Swindon and Wiltshire STP",2019,6,Hospital-onset,1,N/A,N/A
E. coli,NHS acute trust,RN5, Hampshire Hospitals,South East,Hampshire and the Isle of Wight STP,2019,6,Hospital-onset,2,N/A,N/A
E. coli,NHS acute trust,RN7, Dartford & Gravesham,South East,Kent and Medway STP,2019,6,Hospital-onset,1,N/A,N/A
E. coli,NHS acute trust,RNA, The Dudley Group,West Midlands,The Black Country and West Birmingham STP,2019,6,Hospital-onset,3,N/A,N/A
E. coli,NHS acute trust,RNN, North Cumbria Integrated Care NHS Foundation Trust,North West,Cumbria and North East STP,2019,6,Hospital-onset,9,N/A,N/A
E. coli,NHS acute trust,RNQ, Kettering General Hospital,East Midlands,Northamptonshire STP,2019,6,Hospital-onset,4,N/A,N/A
E. coli,NHS acute trust,RNS, Northampton General Hospital,East Midlands,Northamptonshire STP,2019,6,Hospital-onset,4,N/A,N/A
E. coli,NHS acute trust,RNZ, Salisbury,South West,"Bath and North East Somerset, Swindon and Wiltshire STP",2019,6,Hospital-onset,0,N/A,N/A
E. coli,NHS acute trust,RP4, Great Ormond Street Hospital for Children,London,North London Partners in Health & Care (STP),2019,6,Hospital-onset,1,N/A,N/A
E. coli,NHS acute trust,RP5, Doncaster & Bassetlaw Hospitals,Yorkshire and Humber,South Yorkshire and Bassetlaw STP,2019,6,Hospital-onset,3,N/A,N/A
E. coli,NHS acute trust,RPA, Medway,South East,Kent and Medway STP,2019,6,Hospital-onset,6,N/A,N/A
E. coli,NHS acute trust,RPC, Queen Victoria Hospital,South East,Sussex Health and Care Partnership STP,2019,6,Hospital-onset,1,N/A,N/A
E. coli,NHS acute trust,RPY, The Royal Marsden,London,North West London Health & Care Partnership (STP),2019,6,Hospital-onset,4,N/A,N/A
E. coli,NHS acute trust,RQ3, Birmingham Women's and Children's,West Midlands,Birmingham and Solihull STP,2019,6,Hospital-onset,1,N/A,N/A
E. coli,NHS acute trust,RQM, Chelsea & Westminster Hospital,London,North West London Health & Care Partnership (STP),2019,6,Hospital-onset,2,N/A,N/A
E. coli,NHS acute trust,RQW, The Princess Alexandra Hospital,East of England,Hertfordshire and West Essex STP,2019,6,Hospital-onset,2,N/A,N/A
E. coli,NHS acute trust,RQX, Homerton University Hospital,London,East London Health & Care Partnership (STP),2019,6,Hospital-onset,1,N/A,N/A
E. coli,NHS acute trust,RR7, Gateshead Health,North East,Cumbria and North East STP,2019,6,Hospital-onset,2,N/A,N/A
E. coli,NHS acute trust,RR8, Leeds Teaching Hospitals,Yorkshire and Humber,West Yorkshire and Harrogate Health & Care Partnership (STP),2019,6,Hospital-onset,12,N/A,N/A
E. coli,NHS acute trust,RRF," Wrightington, Wigan & Leigh",North West,Greater Manchester Health & Social Care Partnership,2019,6,Hospital-onset,2,N/A,N/A
E. coli,NHS acute trust,RRJ, The Royal Orthopaedic Hospital,West Midlands,Birmingham and Solihull STP,2019,6,Hospital-onset,0,N/A,N/A
E. coli,NHS acute trust,RRK, University Hospitals Birmingham,West Midlands,Birmingham and Solihull STP,2019,6,Hospital-onset,15,N/A,N/A
E. coli,NHS acute trust,RRV, University College London Hospitals,London,North London Partners in Health & Care (STP),2019,6,Hospital-onset,5,N/A,N/A
E. coli,NHS acute trust,RTD, The Newcastle upon Tyne Hospitals,North East,Cumbria and North East STP,2019,6,Hospital-onset,11,N/A,N/A
E. coli,NHS acute trust,RTE, Gloucestershire Hospitals,South West,Gloucestershire STP,2019,6,Hospital-onset,5,N/A,N/A
E. coli,NHS acute trust,RTF, Northumbria Healthcare,North East,Cumbria and North East STP,2019,6,Hospital-onset,5,N/A,N/A
E. coli,NHS acute trust,RTG, University Hospitals of Derby and Burton,East Midlands,Joined Up Care Derbyshire STP,2019,6,Hospital-onset,6,N/A,N/A
E. coli,NHS acute trust,RTH, Oxford University Hospitals,South East,"Buckinghamshire, Oxfordshire and Berkshire West STP",2019,6,Hospital-onset,6,N/A,N/A
E. coli,NHS acute trust,RTK, Ashford & St Peter's Hospitals,South East,Surrey Heartlands Health & Care Partnership (STP),2019,6,Hospital-onset,2,N/A,N/A
E. coli,NHS acute trust,RTP, Surrey & Sussex Healthcare,South East,Surrey Heartlands Health & Care Partnership (STP),2019,6,Hospital-onset,5,N/A,N/A
E. coli,NHS acute trust,RTR, South Tees Hospitals,North East,Cumbria and North East STP,2019,6,Hospital-onset,7,N/A,N/A
E. coli,NHS acute trust,RTX, University Hospitals of Morecambe Bay,North West,Healthier Lancashire and South Cumbria,2019,6,Hospital-onset,4,N/A,N/A
E. coli,NHS acute trust,RVJ, North Bristol,South West,"Bristol, North Somerset and South Gloucestershire STP",2019,6,Hospital-onset,5,N/A,N/A
E. coli,NHS acute trust,RVR, Epsom & St Helier University Hospitals,London,South West London Health & Care Partnership (STP),2019,6,Hospital-onset,1,N/A,N/A
E. coli,NHS acute trust,RVV, East Kent Hospitals University,South East,Kent and Medway STP,2019,6,Hospital-onset,9,N/A,N/A
E. coli,NHS acute trust,RVW, North Tees & Hartlepool,North East,Cumbria and North East STP,2019,6,Hospital-onset,4,N/A,N/A
E. coli,NHS acute trust,RVY, Southport & Ormskirk Hospital,North West,Cheshire and Merseyside STP,2019,6,Hospital-onset,0,N/A,N/A
E. coli,NHS acute trust,RW6, Pennine Acute Hospitals,North West,Greater Manchester Health & Social Care Partnership,2019,6,Hospital-onset,4,N/A,N/A
E. coli,NHS acute trust,RWA, Hull University Teaching Hospitals NHS Trust,Yorkshire and Humber,"Humber, Coast and Vale STP",2019,6,Hospital-onset,9,N/A,N/A
E. coli,NHS acute trust,RWD, United Lincolnshire Hospitals,East Midlands,Lincolnshire STP,2019,6,Hospital-onset,5,N/A,N/A
E. coli,NHS acute trust,RWE, University Hospitals of Leicester,East Midlands,"Leicester, Leicestershire and Rutland STP",2019,6,Hospital-onset,12,N/A,N/A
E. coli,NHS acute trust,RWF, Maidstone & Tunbridge Wells,South East,Kent and Medway STP,2019,6,Hospital-onset,7,N/A,N/A
E. coli,NHS acute trust,RWG, West Hertfordshire Hospitals,East of England,Hertfordshire and West Essex STP,2019,6,Hospital-onset,4,N/A,N/A
E. coli,NHS acute trust,RWH, East & North Hertfordshire,East of England,Hertfordshire and West Essex STP,2019,6,Hospital-onset,2,N/A,N/A
E. coli,NHS acute trust,RWJ, Stockport,North West,Greater Manchester Health & Social Care Partnership,2019,6,Hospital-onset,2,N/A,N/A
E. coli,NHS acute trust,RWP, Worcestershire Acute Hospitals,West Midlands,Herefordshire and Worcestershire STP,2019,6,Hospital-onset,4,N/A,N/A
E. coli,NHS acute trust,RWW, Warrington & Halton Hospitals,North West,Cheshire and Merseyside STP,2019,6,Hospital-onset,5,N/A,N/A
E. coli,NHS acute trust,RWY, Calderdale & Huddersfield,Yorkshire and Humber,West Yorkshire and Harrogate Health & Care Partnership (STP),2019,6,Hospital-onset,4,N/A,N/A
E. coli,NHS acute trust,RX1, Nottingham University Hospitals,East Midlands,Nottingham and Nottinghamshire Health and Care STP,2019,6,Hospital-onset,12,N/A,N/A
E. coli,NHS acute trust,RXC, East Sussex Healthcare,South East,Sussex Health and Care Partnership STP,2019,6,Hospital-onset,5,N/A,N/A
E. coli,NHS acute trust,RXF, Mid Yorkshire Hospitals,Yorkshire and Humber,West Yorkshire and Harrogate Health & Care Partnership (STP),2019,6,Hospital-onset,8,N/A,N/A
E. coli,NHS acute trust,RXK, Sandwell & West Birmingham Hospitals,West Midlands,The Black Country and West Birmingham STP,2019,6,Hospital-onset,6,N/A,N/A
E. coli,NHS acute trust,RXL, Blackpool Teaching Hospitals,North West,Healthier Lancashire and South Cumbria,2019,6,Hospital-onset,4,N/A,N/A
E. coli,NHS acute trust,RXN, Lancashire Teaching Hospitals,North West,Healthier Lancashire and South Cumbria,2019,6,Hospital-onset,6,N/A,N/A
E. coli,NHS acute trust,RXP, County Durham & Darlington,North East,Cumbria and North East STP,2019,6,Hospital-onset,6,N/A,N/A
E. coli,NHS acute trust,RXQ, Buckinghamshire Healthcare,South East,"Buckinghamshire, Oxfordshire and Berkshire West STP",2019,6,Hospital-onset,3,N/A,N/A
E. coli,NHS acute trust,RXR, East Lancashire Hospitals,North West,Healthier Lancashire and South Cumbria,2019,6,Hospital-onset,4,N/A,N/A
E. coli,NHS acute trust,RXW, Shrewsbury & Telford Hospital,West Midlands,Shropshire and Telford and Wrekin STP,2019,6,Hospital-onset,3,N/A,N/A
E. coli,NHS acute trust,RYJ, Imperial College Healthcare,London,North West London Health & Care Partnership (STP),2019,6,Hospital-onset,5,N/A,N/A
E. coli,NHS acute trust,RYR, University Hospitals Sussex NHS Foundation Trust,South East,Sussex Health and Care Partnership STP,2019,6,Hospital-onset,8,N/A,N/A
E. coli,CCG,W2U3Z, North West London,London,North West London Health & Care Partnership (STP),2019,6,Hospital-onset,25,N/A,N/A
E. coli,CCG,X2C4Y, Kirklees,Yorkshire and Humber,West Yorkshire and Harrogate Health & Care Partnership (STP),2019,6,Hospital-onset,5,N/A,N/A
E. coli,NHS acute trust,RP6, Moorfields Eye Hospital,London,North London Partners in Health & Care (STP),2019,6,Hospital-onset,0,N/A,N/A
E. coli,CCG,00L, Northumberland,North East,Cumbria and North East STP,2019,7,Total cases,36,N/A,N/A
E. coli,CCG,00N, South Tyneside,North East,Cumbria and North East STP,2019,7,Total cases,12,N/A,N/A
E. coli,CCG,00P, Sunderland,North East,Cumbria and North East STP,2019,7,Total cases,25,N/A,N/A
E. coli,CCG,00Q, Blackburn with Darwen,North West,Healthier Lancashire and South Cumbria,2019,7,Total cases,17,N/A,N/A
E. coli,CCG,00R, Blackpool,North West,Healthier Lancashire and South Cumbria,2019,7,Total cases,19,N/A,N/A
E. coli,CCG,00T, Bolton,North West,Greater Manchester Health & Social Care Partnership,2019,7,Total cases,13,N/A,N/A
E. coli,CCG,00V, Bury,North West,Greater Manchester Health & Social Care Partnership,2019,7,Total cases,11,N/A,N/A
E. coli,CCG,00X, Chorley and South Ribble,North West,Healthier Lancashire and South Cumbria,2019,7,Total cases,10,N/A,N/A
E. coli,CCG,00Y, Oldham,North West,Greater Manchester Health & Social Care Partnership,2019,7,Total cases,19,N/A,N/A
E. coli,CCG,01A, East Lancashire,North West,Healthier Lancashire and South Cumbria,2019,7,Total cases,26,N/A,N/A
E. coli,CCG,01D," Heywood, Middleton and Rochdale",North West,Greater Manchester Health & Social Care Partnership,2019,7,Total cases,8,N/A,N/A
E. coli,CCG,01E, Greater Preston,North West,Healthier Lancashire and South Cumbria,2019,7,Total cases,13,N/A,N/A
E. coli,CCG,01F, Halton,North West,Cheshire and Merseyside STP,2019,7,Total cases,16,N/A,N/A
E. coli,CCG,01G, Salford,North West,Greater Manchester Health & Social Care Partnership,2019,7,Total cases,22,N/A,N/A
E. coli,CCG,01H, North Cumbria,North West,Cumbria and North East STP,2019,7,Total cases,30,N/A,N/A
E. coli,CCG,01J, Knowsley,North West,Cheshire and Merseyside STP,2019,7,Total cases,21,N/A,N/A
E. coli,CCG,01K, Morecambe Bay,North West,Healthier Lancashire and South Cumbria,2019,7,Total cases,25,N/A,N/A
E. coli,CCG,01T, South Sefton,North West,Cheshire and Merseyside STP,2019,7,Total cases,16,N/A,N/A
E. coli,CCG,01V, Southport and Formby,North West,Cheshire and Merseyside STP,2019,7,Total cases,16,N/A,N/A
E. coli,CCG,01W, Stockport,North West,Greater Manchester Health & Social Care Partnership,2019,7,Total cases,19,N/A,N/A
E. coli,CCG,01X, St Helens,North West,Cheshire and Merseyside STP,2019,7,Total cases,17,N/A,N/A
E. coli,CCG,01Y, Tameside and Glossop,North West,Greater Manchester Health & Social Care Partnership,2019,7,Total cases,14,N/A,N/A
E. coli,CCG,02A, Trafford,North West,Greater Manchester Health & Social Care Partnership,2019,7,Total cases,8,N/A,N/A
E. coli,CCG,02E, Warrington,North West,Cheshire and Merseyside STP,2019,7,Total cases,12,N/A,N/A
E. coli,CCG,02G, West Lancashire,North West,Healthier Lancashire and South Cumbria,2019,7,Total cases,10,N/A,N/A
E. coli,CCG,02H, Wigan Borough,North West,Greater Manchester Health & Social Care Partnership,2019,7,Total cases,7,N/A,N/A
E. coli,CCG,02M, Fylde and Wyre,North West,Healthier Lancashire and South Cumbria,2019,7,Total cases,14,N/A,N/A
E. coli,CCG,02P, Barnsley,Yorkshire and Humber,South Yorkshire and Bassetlaw STP,2019,7,Total cases,17,N/A,N/A
E. coli,CCG,02Q, Bassetlaw,East Midlands,South Yorkshire and Bassetlaw STP,2019,7,Total cases,8,N/A,N/A
E. coli,CCG,02T, Calderdale,Yorkshire and Humber,West Yorkshire and Harrogate Health & Care Partnership (STP),2019,7,Total cases,17,N/A,N/A
E. coli,CCG,02X, Doncaster,Yorkshire and Humber,South Yorkshire and Bassetlaw STP,2019,7,Total cases,23,N/A,N/A
E. coli,CCG,02Y, East Riding of Yorkshire,Yorkshire and Humber,"Humber, Coast and Vale STP",2019,7,Total cases,30,N/A,N/A
E. coli,CCG,03F, Hull,Yorkshire and Humber,"Humber, Coast and Vale STP",2019,7,Total cases,18,N/A,N/A
E. coli,CCG,03H, North East Lincolnshire,Yorkshire and Humber,"Humber, Coast and Vale STP",2019,7,Total cases,8,N/A,N/A
E. coli,CCG,03K, North Lincolnshire,Yorkshire and Humber,"Humber, Coast and Vale STP",2019,7,Total cases,20,N/A,N/A
E. coli,CCG,03L, Rotherham,Yorkshire and Humber,South Yorkshire and Bassetlaw STP,2019,7,Total cases,18,N/A,N/A
E. coli,CCG,03N, Sheffield,Yorkshire and Humber,South Yorkshire and Bassetlaw STP,2019,7,Total cases,46,N/A,N/A
E. coli,CCG,03Q, Vale of York,Yorkshire and Humber,"Humber, Coast and Vale STP",2019,7,Total cases,26,N/A,N/A
E. coli,CCG,03R, Wakefield,Yorkshire and Humber,West Yorkshire and Harrogate Health & Care Partnership (STP),2019,7,Total cases,25,N/A,N/A
E. coli,CCG,03W, East Leicestershire and Rutland,East Midlands,"Leicester, Leicestershire and Rutland STP",2019,7,Total cases,18,N/A,N/A
E. coli,CCG,04C, Leicester City,East Midlands,"Leicester, Leicestershire and Rutland STP",2019,7,Total cases,16,N/A,N/A
E. coli,CCG,04V, West Leicestershire,East Midlands,"Leicester, Leicestershire and Rutland STP",2019,7,Total cases,23,N/A,N/A
E. coli,CCG,04Y, Cannock Chase,West Midlands,Staffordshire & Stoke on Trent STP,2019,7,Total cases,4,N/A,N/A
E. coli,CCG,05D, East Staffordshire,West Midlands,Staffordshire & Stoke on Trent STP,2019,7,Total cases,7,N/A,N/A
E. coli,CCG,05G, North Staffordshire,West Midlands,Staffordshire & Stoke on Trent STP,2019,7,Total cases,20,N/A,N/A
E. coli,CCG,05Q, South East Staffordshire and Seisdon Peninsula,West Midlands,Staffordshire & Stoke on Trent STP,2019,7,Total cases,20,N/A,N/A
E. coli,CCG,05V, Stafford and Surrounds,West Midlands,Staffordshire & Stoke on Trent STP,2019,7,Total cases,11,N/A,N/A
E. coli,CCG,05W, Stoke On Trent,West Midlands,Staffordshire & Stoke on Trent STP,2019,7,Total cases,31,N/A,N/A
E. coli,CCG,06H, Cambridgeshire and Peterborough,East of England,Cambridgeshire and Peterborough STP,2019,7,Total cases,57,N/A,N/A
E. coli,CCG,06K, East and North Hertfordshire,East of England,Hertfordshire and West Essex STP,2019,7,Total cases,38,N/A,N/A
E. coli,CCG,06L, Ipswich and East Suffolk,East of England,Suffolk and North East Essex STP,2019,7,Total cases,37,N/A,N/A
E. coli,CCG,06N, Herts Valleys,East of England,Hertfordshire and West Essex STP,2019,7,Total cases,43,N/A,N/A
E. coli,CCG,06Q, Mid Essex,East of England,Mid and South Essex STP,2019,7,Total cases,17,N/A,N/A
E. coli,CCG,06T, North East Essex,East of England,Suffolk and North East Essex STP,2019,7,Total cases,32,N/A,N/A
E. coli,CCG,07G, Thurrock,East of England,Mid and South Essex STP,2019,7,Total cases,18,N/A,N/A
E. coli,CCG,07H, West Essex,East of England,Hertfordshire and West Essex STP,2019,7,Total cases,25,N/A,N/A
E. coli,CCG,07K, West Suffolk,East of England,Suffolk and North East Essex STP,2019,7,Total cases,27,N/A,N/A
E. coli,CCG,09D, Brighton and Hove,South East,Sussex Health and Care Partnership STP,2019,7,Total cases,12,N/A,N/A
E. coli,CCG,10Q, Oxfordshire,South East,"Buckinghamshire, Oxfordshire and Berkshire West STP",2019,7,Total cases,47,N/A,N/A
E. coli,CCG,10R, Portsmouth,South East,Hampshire and the Isle of Wight STP,2019,7,Total cases,14,N/A,N/A
E. coli,CCG,11J, Dorset,South West,Dorset STP,2019,7,Total cases,79,N/A,N/A
E. coli,CCG,11M, Gloucestershire,South West,Gloucestershire STP,2019,7,Total cases,16,N/A,N/A
E. coli,CCG,11N, Kernow,South West,Cornwall and the Isles of Scilly Health & Social Care Partnership (STP),2019,7,Total cases,58,N/A,N/A
E. coli,CCG,11X, Somerset,South West,Somerset STP,2019,7,Total cases,67,N/A,N/A
E. coli,CCG,12F, Wirral,North West,Cheshire and Merseyside STP,2019,7,Total cases,28,N/A,N/A
E. coli,CCG,13Q, zSpecialist Commissioning Hubs,Yorkshire and Humber,West Yorkshire and Harrogate Health & Care Partnership (STP),2019,7,Total cases,0,N/A,N/A
E. coli,CCG,13T, Newcastle Gateshead,North East,Cumbria and North East STP,2019,7,Total cases,48,N/A,N/A
E. coli,CCG,14L, Manchester,North West,Greater Manchester Health & Social Care Partnership,2019,7,Total cases,43,N/A,N/A
