Collection,Organisation type,Organisation code,Organisation name,PHE Centre,STP,Region name,Year,Month,Metric,Figure,Data signed off,Data changed since last publication?
E. coli,CCG,10R, Portsmouth,South East,Hampshire and the Isle of Wight STP,South East,2021,1,Hospital-onset,6,N/A,N/A
E. coli,CCG,10R, Portsmouth,South East,Hampshire and the Isle of Wight STP,South East,2020,10,"Community-onset, healthcare associated",1,N/A,N/A
E. coli,CCG,10R, Portsmouth,South East,Hampshire and the Isle of Wight STP,South East,2020,5,Community-onset,6,N/A,N/A
E. coli,CCG,10R, Portsmouth,South East,Hampshire and the Isle of Wight STP,South East,2020,4,No information,0,N/A,N/A
E. coli,CCG,10R, Portsmouth,South East,Hampshire and the Isle of Wight STP,South East,2020,5,No information,0,N/A,N/A
E. coli,CCG,10R, Portsmouth,South East,Hampshire and the Isle of Wight STP,South East,2021,3,"Hospital-onset, healthcare associated",0,N/A,N/A
E. coli,CCG,10R, Portsmouth,South East,Hampshire and the Isle of Wight STP,South East,2020,8,No information,0,N/A,N/A
E. coli,CCG,10R, Portsmouth,South East,Hampshire and the Isle of Wight STP,South East,2020,10,Unknown,0,N/A,N/A
E. coli,CCG,10R, Portsmouth,South East,Hampshire and the Isle of Wight STP,South East,2021,3,Total cases,3,N/A,N/A
E. coli,CCG,10R, Portsmouth,South East,Hampshire and the Isle of Wight STP,South East,2020,7,No information,0,N/A,N/A
E. coli,CCG,10R, Portsmouth,South East,Hampshire and the Isle of Wight STP,South East,2020,9,Unknown,0,N/A,N/A
E. coli,CCG,10R, Portsmouth,South East,Hampshire and the Isle of Wight STP,South East,2020,8,"Hospital-onset, healthcare associated",3,N/A,N/A
E. coli,CCG,10R, Portsmouth,South East,Hampshire and the Isle of Wight STP,South East,2021,2,Unknown,0,N/A,N/A
E. coli,CCG,10R, Portsmouth,South East,Hampshire and the Isle of Wight STP,South East,2020,4,"Community-onset, healthcare associated",1,N/A,N/A
E. coli,CCG,10R, Portsmouth,South East,Hampshire and the Isle of Wight STP,South East,2020,11,"Hospital-onset, healthcare associated",1,N/A,N/A
E. coli,CCG,10R, Portsmouth,South East,Hampshire and the Isle of Wight STP,South East,2020,7,"Hospital-onset, healthcare associated",0,N/A,N/A
E. coli,CCG,10R, Portsmouth,South East,Hampshire and the Isle of Wight STP,South East,2021,3,"Community-onset, community associated",3,N/A,N/A
E. coli,CCG,10R, Portsmouth,South East,Hampshire and the Isle of Wight STP,South East,2020,8,Total cases,5,N/A,N/A
E. coli,CCG,10R, Portsmouth,South East,Hampshire and the Isle of Wight STP,South East,2020,11,Total cases,10,N/A,N/A
E. coli,CCG,10R, Portsmouth,South East,Hampshire and the Isle of Wight STP,South East,2020,5,"Hospital-onset, healthcare associated",0,N/A,N/A
E. coli,CCG,10R, Portsmouth,South East,Hampshire and the Isle of Wight STP,South East,2020,12,Community-onset,10,N/A,N/A
E. coli,CCG,10R, Portsmouth,South East,Hampshire and the Isle of Wight STP,South East,2020,8,"Community-onset, healthcare associated",1,N/A,N/A
E. coli,CCG,10R, Portsmouth,South East,Hampshire and the Isle of Wight STP,South East,2020,10,Community-onset,6,N/A,N/A
E. coli,CCG,10R, Portsmouth,South East,Hampshire and the Isle of Wight STP,South East,2021,3,"Community-onset, healthcare associated",0,N/A,N/A
E. coli,CCG,10R, Portsmouth,South East,Hampshire and the Isle of Wight STP,South East,2021,3,No information,0,N/A,N/A
E. coli,CCG,10R, Portsmouth,South East,Hampshire and the Isle of Wight STP,South East,2020,11,Unknown,0,N/A,N/A
E. coli,CCG,10R, Portsmouth,South East,Hampshire and the Isle of Wight STP,South East,2020,7,Unknown,0,N/A,N/A
E. coli,CCG,10R, Portsmouth,South East,Hampshire and the Isle of Wight STP,South East,2020,12,No information,0,N/A,N/A
E. coli,CCG,10R, Portsmouth,South East,Hampshire and the Isle of Wight STP,South East,2020,7,"Community-onset, healthcare associated",3,N/A,N/A
E. coli,CCG,10R, Portsmouth,South East,Hampshire and the Isle of Wight STP,South East,2020,5,"Community-onset, healthcare associated",1,N/A,N/A
E. coli,CCG,10R, Portsmouth,South East,Hampshire and the Isle of Wight STP,South East,2020,9,"Community-onset, healthcare associated",2,N/A,N/A
E. coli,CCG,10R, Portsmouth,South East,Hampshire and the Isle of Wight STP,South East,2021,1,Community-onset,6,N/A,N/A
E. coli,CCG,10R, Portsmouth,South East,Hampshire and the Isle of Wight STP,South East,2020,10,"Hospital-onset, healthcare associated",1,N/A,N/A
E. coli,CCG,10R, Portsmouth,South East,Hampshire and the Isle of Wight STP,South East,2020,6,"Community-onset, healthcare associated",4,N/A,N/A
E. coli,CCG,10R, Portsmouth,South East,Hampshire and the Isle of Wight STP,South East,2020,9,No information,0,N/A,N/A
E. coli,CCG,10R, Portsmouth,South East,Hampshire and the Isle of Wight STP,South East,2020,11,"Community-onset, healthcare associated",2,N/A,N/A
E. coli,CCG,10R, Portsmouth,South East,Hampshire and the Isle of Wight STP,South East,2021,2,No information,0,N/A,N/A
E. coli,CCG,10R, Portsmouth,South East,Hampshire and the Isle of Wight STP,South East,2020,12,Unknown,0,N/A,N/A
E. coli,CCG,10R, Portsmouth,South East,Hampshire and the Isle of Wight STP,South East,2021,2,"Community-onset, community associated",5,N/A,N/A
E. coli,CCG,10R, Portsmouth,South East,Hampshire and the Isle of Wight STP,South East,2021,1,"Hospital-onset, healthcare associated",6,N/A,N/A
E. coli,CCG,10R, Portsmouth,South East,Hampshire and the Isle of Wight STP,South East,2020,4,"Hospital-onset, healthcare associated",0,N/A,N/A
E. coli,CCG,10R, Portsmouth,South East,Hampshire and the Isle of Wight STP,South East,2020,9,Total cases,7,N/A,N/A
E. coli,CCG,10R, Portsmouth,South East,Hampshire and the Isle of Wight STP,South East,2020,9,Hospital-onset,2,N/A,N/A
E. coli,CCG,10R, Portsmouth,South East,Hampshire and the Isle of Wight STP,South East,2020,11,No information,0,N/A,N/A
E. coli,CCG,10R, Portsmouth,South East,Hampshire and the Isle of Wight STP,South East,2020,10,No information,0,N/A,N/A
E. coli,CCG,10R, Portsmouth,South East,Hampshire and the Isle of Wight STP,South East,2021,1,"Community-onset, community associated",5,N/A,N/A
E. coli,CCG,10R, Portsmouth,South East,Hampshire and the Isle of Wight STP,South East,2020,5,"Community-onset, community associated",5,N/A,N/A
E. coli,CCG,10R, Portsmouth,South East,Hampshire and the Isle of Wight STP,South East,2021,3,Hospital-onset,0,N/A,N/A
E. coli,CCG,10R, Portsmouth,South East,Hampshire and the Isle of Wight STP,South East,2020,5,Unknown,0,N/A,N/A
E. coli,CCG,10R, Portsmouth,South East,Hampshire and the Isle of Wight STP,South East,2021,3,Unknown,0,N/A,N/A
E. coli,CCG,10R, Portsmouth,South East,Hampshire and the Isle of Wight STP,South East,2020,5,Total cases,6,N/A,N/A
E. coli,CCG,10R, Portsmouth,South East,Hampshire and the Isle of Wight STP,South East,2020,9,"Community-onset, community associated",3,N/A,N/A
E. coli,CCG,10R, Portsmouth,South East,Hampshire and the Isle of Wight STP,South East,2020,4,Community-onset,5,N/A,N/A
E. coli,CCG,10R, Portsmouth,South East,Hampshire and the Isle of Wight STP,South East,2020,6,Hospital-onset,1,N/A,N/A
E. coli,CCG,10R, Portsmouth,South East,Hampshire and the Isle of Wight STP,South East,2020,8,Unknown,0,N/A,N/A
E. coli,CCG,10R, Portsmouth,South East,Hampshire and the Isle of Wight STP,South East,2020,7,Community-onset,9,N/A,N/A
E. coli,CCG,10R, Portsmouth,South East,Hampshire and the Isle of Wight STP,South East,2020,4,Total cases,5,N/A,N/A
E. coli,CCG,10R, Portsmouth,South East,Hampshire and the Isle of Wight STP,South East,2021,1,"Community-onset, healthcare associated",1,N/A,N/A
E. coli,CCG,10R, Portsmouth,South East,Hampshire and the Isle of Wight STP,South East,2020,7,Total cases,9,N/A,N/A
E. coli,CCG,10R, Portsmouth,South East,Hampshire and the Isle of Wight STP,South East,2020,6,"Community-onset, community associated",4,N/A,N/A
E. coli,CCG,10R, Portsmouth,South East,Hampshire and the Isle of Wight STP,South East,2020,9,Community-onset,5,N/A,N/A
E. coli,CCG,10R, Portsmouth,South East,Hampshire and the Isle of Wight STP,South East,2020,12,Total cases,12,N/A,N/A
E. coli,CCG,11J, Dorset,South West,Dorset STP,South West,2020,10,No information,0,N/A,N/A
E. coli,CCG,11J, Dorset,South West,Dorset STP,South West,2020,4,Total cases,33,N/A,N/A
E. coli,CCG,11J, Dorset,South West,Dorset STP,South West,2020,7,Community-onset,52,N/A,N/A
E. coli,CCG,11J, Dorset,South West,Dorset STP,South West,2021,3,"Hospital-onset, healthcare associated",7,N/A,N/A
E. coli,CCG,11J, Dorset,South West,Dorset STP,South West,2021,3,Total cases,55,N/A,N/A
E. coli,CCG,11J, Dorset,South West,Dorset STP,South West,2021,1,"Hospital-onset, healthcare associated",10,N/A,N/A
E. coli,CCG,11J, Dorset,South West,Dorset STP,South West,2020,5,No information,0,N/A,N/A
E. coli,CCG,11J, Dorset,South West,Dorset STP,South West,2020,10,"Community-onset, community associated",34,N/A,N/A
E. coli,CCG,11J, Dorset,South West,Dorset STP,South West,2020,8,"Community-onset, healthcare associated",5,N/A,N/A
E. coli,CCG,11J, Dorset,South West,Dorset STP,South West,2020,5,Unknown,0,N/A,N/A
E. coli,CCG,11J, Dorset,South West,Dorset STP,South West,2021,2,"Community-onset, community associated",26,N/A,N/A
E. coli,CCG,11J, Dorset,South West,Dorset STP,South West,2020,11,Total cases,60,N/A,N/A
E. coli,CCG,11J, Dorset,South West,Dorset STP,South West,2020,6,No information,0,N/A,N/A
E. coli,CCG,11J, Dorset,South West,Dorset STP,South West,2020,12,Community-onset,47,N/A,N/A
E. coli,CCG,11J, Dorset,South West,Dorset STP,South West,2020,7,Unknown,0,N/A,N/A
E. coli,CCG,11J, Dorset,South West,Dorset STP,South West,2020,4,Unknown,0,N/A,N/A
E. coli,CCG,11J, Dorset,South West,Dorset STP,South West,2021,2,Total cases,37,N/A,N/A
E. coli,CCG,11J, Dorset,South West,Dorset STP,South West,2020,12,Unknown,0,N/A,N/A
E. coli,CCG,11J, Dorset,South West,Dorset STP,South West,2020,11,Unknown,0,N/A,N/A
E. coli,CCG,11J, Dorset,South West,Dorset STP,South West,2021,2,Hospital-onset,6,N/A,N/A
E. coli,CCG,11J, Dorset,South West,Dorset STP,South West,2020,7,Hospital-onset,6,N/A,N/A
E. coli,CCG,11J, Dorset,South West,Dorset STP,South West,2020,12,Hospital-onset,4,N/A,N/A
E. coli,CCG,11J, Dorset,South West,Dorset STP,South West,2020,11,"Hospital-onset, healthcare associated",11,N/A,N/A
E. coli,CCG,11J, Dorset,South West,Dorset STP,South West,2020,5,"Hospital-onset, healthcare associated",2,N/A,N/A
E. coli,CCG,11J, Dorset,South West,Dorset STP,South West,2020,11,No information,0,N/A,N/A
E. coli,CCG,11J, Dorset,South West,Dorset STP,South West,2020,10,Community-onset,44,N/A,N/A
E. coli,CCG,11J, Dorset,South West,Dorset STP,South West,2020,12,No information,0,N/A,N/A
E. coli,CCG,11J, Dorset,South West,Dorset STP,South West,2020,9,No information,0,N/A,N/A
E. coli,CCG,11J, Dorset,South West,Dorset STP,South West,2021,1,"Community-onset, community associated",41,N/A,N/A
E. coli,CCG,11J, Dorset,South West,Dorset STP,South West,2020,11,Hospital-onset,11,N/A,N/A
E. coli,CCG,11J, Dorset,South West,Dorset STP,South West,2020,8,No information,0,N/A,N/A
E. coli,CCG,11J, Dorset,South West,Dorset STP,South West,2021,3,Hospital-onset,7,N/A,N/A
E. coli,CCG,11J, Dorset,South West,Dorset STP,South West,2020,9,Unknown,0,N/A,N/A
E. coli,CCG,11J, Dorset,South West,Dorset STP,South West,2020,4,"Hospital-onset, healthcare associated",5,N/A,N/A
E. coli,CCG,11J, Dorset,South West,Dorset STP,South West,2020,12,"Community-onset, healthcare associated",3,N/A,N/A
E. coli,CCG,11J, Dorset,South West,Dorset STP,South West,2020,8,"Hospital-onset, healthcare associated",6,N/A,N/A
E. coli,CCG,11J, Dorset,South West,Dorset STP,South West,2020,7,Total cases,58,N/A,N/A
E. coli,CCG,11J, Dorset,South West,Dorset STP,South West,2020,4,"Community-onset, healthcare associated",3,N/A,N/A
E. coli,CCG,11J, Dorset,South West,Dorset STP,South West,2020,11,"Community-onset, community associated",38,N/A,N/A
E. coli,CCG,11J, Dorset,South West,Dorset STP,South West,2020,7,"Community-onset, community associated",45,N/A,N/A
E. coli,CCG,11J, Dorset,South West,Dorset STP,South West,2020,8,Unknown,1,N/A,N/A
E. coli,CCG,11J, Dorset,South West,Dorset STP,South West,2020,10,Unknown,0,N/A,N/A
E. coli,CCG,11J, Dorset,South West,Dorset STP,South West,2021,3,"Community-onset, healthcare associated",7,N/A,N/A
E. coli,CCG,11J, Dorset,South West,Dorset STP,South West,2021,2,Community-onset,31,N/A,N/A
E. coli,CCG,11J, Dorset,South West,Dorset STP,South West,2020,5,Total cases,35,N/A,N/A
E. coli,CCG,11J, Dorset,South West,Dorset STP,South West,2021,1,No information,0,N/A,N/A
E. coli,CCG,11J, Dorset,South West,Dorset STP,South West,2020,10,Hospital-onset,7,N/A,N/A
E. coli,CCG,11J, Dorset,South West,Dorset STP,South West,2020,5,"Community-onset, community associated",25,N/A,N/A
E. coli,CCG,11J, Dorset,South West,Dorset STP,South West,2020,5,Hospital-onset,2,N/A,N/A
E. coli,CCG,11J, Dorset,South West,Dorset STP,South West,2020,6,"Community-onset, healthcare associated",3,N/A,N/A
E. coli,CCG,11J, Dorset,South West,Dorset STP,South West,2021,1,Hospital-onset,10,N/A,N/A
E. coli,CCG,11J, Dorset,South West,Dorset STP,South West,2021,1,"Community-onset, healthcare associated",4,N/A,N/A
E. coli,CCG,11J, Dorset,South West,Dorset STP,South West,2021,3,Community-onset,48,N/A,N/A
E. coli,CCG,11J, Dorset,South West,Dorset STP,South West,2021,3,Unknown,1,N/A,N/A
E. coli,CCG,11J, Dorset,South West,Dorset STP,South West,2020,9,"Community-onset, community associated",48,N/A,N/A
E. coli,CCG,11J, Dorset,South West,Dorset STP,South West,2020,4,No information,0,N/A,N/A
E. coli,CCG,11J, Dorset,South West,Dorset STP,South West,2020,12,Total cases,51,N/A,N/A
E. coli,CCG,11J, Dorset,South West,Dorset STP,South West,2020,4,Hospital-onset,5,N/A,N/A
E. coli,CCG,11J, Dorset,South West,Dorset STP,South West,2020,11,Community-onset,49,N/A,N/A
E. coli,CCG,11J, Dorset,South West,Dorset STP,South West,2020,8,Hospital-onset,6,N/A,N/A
E. coli,CCG,11J, Dorset,South West,Dorset STP,South West,2020,4,"Community-onset, community associated",25,N/A,N/A
E. coli,CCG,11J, Dorset,South West,Dorset STP,South West,2020,10,"Hospital-onset, healthcare associated",7,N/A,N/A
E. coli,CCG,11J, Dorset,South West,Dorset STP,South West,2020,7,"Community-onset, healthcare associated",7,N/A,N/A
E. coli,CCG,11J, Dorset,South West,Dorset STP,South West,2020,8,"Community-onset, community associated",47,N/A,N/A
E. coli,CCG,11J, Dorset,South West,Dorset STP,South West,2020,9,Total cases,67,N/A,N/A
E. coli,CCG,11J, Dorset,South West,Dorset STP,South West,2020,10,"Community-onset, healthcare associated",10,N/A,N/A
E. coli,CCG,11J, Dorset,South West,Dorset STP,South West,2020,7,"Hospital-onset, healthcare associated",6,N/A,N/A
E. coli,CCG,11J, Dorset,South West,Dorset STP,South West,2020,9,Hospital-onset,15,N/A,N/A
E. coli,CCG,11J, Dorset,South West,Dorset STP,South West,2021,3,"Community-onset, community associated",40,N/A,N/A
E. coli,CCG,11J, Dorset,South West,Dorset STP,South West,2020,4,Community-onset,28,N/A,N/A
E. coli,CCG,11J, Dorset,South West,Dorset STP,South West,2021,2,"Hospital-onset, healthcare associated",6,N/A,N/A
E. coli,CCG,11J, Dorset,South West,Dorset STP,South West,2020,5,Community-onset,33,N/A,N/A
E. coli,CCG,11J, Dorset,South West,Dorset STP,South West,2021,2,No information,0,N/A,N/A
E. coli,CCG,11J, Dorset,South West,Dorset STP,South West,2020,6,Total cases,45,N/A,N/A
E. coli,CCG,11J, Dorset,South West,Dorset STP,South West,2020,9,"Community-onset, healthcare associated",4,N/A,N/A
E. coli,CCG,11J, Dorset,South West,Dorset STP,South West,2020,6,"Hospital-onset, healthcare associated",8,N/A,N/A
E. coli,CCG,11J, Dorset,South West,Dorset STP,South West,2020,12,"Community-onset, community associated",44,N/A,N/A
E. coli,CCG,11J, Dorset,South West,Dorset STP,South West,2020,5,"Community-onset, healthcare associated",8,N/A,N/A
E. coli,CCG,11J, Dorset,South West,Dorset STP,South West,2020,9,Community-onset,52,N/A,N/A
E. coli,CCG,11J, Dorset,South West,Dorset STP,South West,2020,10,Total cases,51,N/A,N/A
E. coli,CCG,11J, Dorset,South West,Dorset STP,South West,2020,7,No information,0,N/A,N/A
E. coli,CCG,11J, Dorset,South West,Dorset STP,South West,2020,9,"Hospital-onset, healthcare associated",15,N/A,N/A
E. coli,CCG,11J, Dorset,South West,Dorset STP,South West,2021,1,Unknown,0,N/A,N/A
E. coli,CCG,11J, Dorset,South West,Dorset STP,South West,2021,1,Total cases,55,N/A,N/A
E. coli,CCG,11J, Dorset,South West,Dorset STP,South West,2020,6,Community-onset,37,N/A,N/A
E. coli,CCG,11J, Dorset,South West,Dorset STP,South West,2021,2,"Community-onset, healthcare associated",5,N/A,N/A
E. coli,CCG,11J, Dorset,South West,Dorset STP,South West,2020,11,"Community-onset, healthcare associated",11,N/A,N/A
E. coli,CCG,11J, Dorset,South West,Dorset STP,South West,2021,3,No information,0,N/A,N/A
E. coli,CCG,11J, Dorset,South West,Dorset STP,South West,2020,8,Total cases,59,N/A,N/A
E. coli,CCG,11J, Dorset,South West,Dorset STP,South West,2020,6,"Community-onset, community associated",34,N/A,N/A
E. coli,CCG,11J, Dorset,South West,Dorset STP,South West,2020,12,"Hospital-onset, healthcare associated",4,N/A,N/A
E. coli,CCG,11J, Dorset,South West,Dorset STP,South West,2021,1,Community-onset,45,N/A,N/A
E. coli,CCG,11J, Dorset,South West,Dorset STP,South West,2020,8,Community-onset,53,N/A,N/A
E. coli,CCG,11J, Dorset,South West,Dorset STP,South West,2020,6,Unknown,0,N/A,N/A
E. coli,CCG,11J, Dorset,South West,Dorset STP,South West,2020,6,Hospital-onset,8,N/A,N/A
E. coli,CCG,11J, Dorset,South West,Dorset STP,South West,2021,2,Unknown,0,N/A,N/A
E. coli,CCG,11M, Gloucestershire,South West,Gloucestershire STP,South West,2020,7,"Community-onset, community associated",14,N/A,N/A
E. coli,CCG,11M, Gloucestershire,South West,Gloucestershire STP,South West,2020,6,Unknown,0,N/A,N/A
E. coli,CCG,11M, Gloucestershire,South West,Gloucestershire STP,South West,2020,7,Unknown,0,N/A,N/A
E. coli,CCG,11M, Gloucestershire,South West,Gloucestershire STP,South West,2020,12,Community-onset,17,N/A,N/A
E. coli,CCG,11M, Gloucestershire,South West,Gloucestershire STP,South West,2020,11,Unknown,0,N/A,N/A
E. coli,CCG,11M, Gloucestershire,South West,Gloucestershire STP,South West,2021,1,Unknown,0,N/A,N/A
E. coli,CCG,11M, Gloucestershire,South West,Gloucestershire STP,South West,2020,6,"Community-onset, healthcare associated",1,N/A,N/A
E. coli,CCG,11M, Gloucestershire,South West,Gloucestershire STP,South West,2020,4,Hospital-onset,1,N/A,N/A
E. coli,CCG,11M, Gloucestershire,South West,Gloucestershire STP,South West,2020,8,"Community-onset, healthcare associated",2,N/A,N/A
E. coli,CCG,11M, Gloucestershire,South West,Gloucestershire STP,South West,2020,7,Hospital-onset,4,N/A,N/A
E. coli,CCG,11M, Gloucestershire,South West,Gloucestershire STP,South West,2020,8,No information,0,N/A,N/A
E. coli,CCG,11M, Gloucestershire,South West,Gloucestershire STP,South West,2020,8,"Hospital-onset, healthcare associated",5,N/A,N/A
E. coli,CCG,11M, Gloucestershire,South West,Gloucestershire STP,South West,2020,8,Community-onset,22,N/A,N/A
E. coli,CCG,11M, Gloucestershire,South West,Gloucestershire STP,South West,2020,5,Hospital-onset,5,N/A,N/A
E. coli,CCG,11M, Gloucestershire,South West,Gloucestershire STP,South West,2020,5,"Community-onset, community associated",12,N/A,N/A
E. coli,CCG,11M, Gloucestershire,South West,Gloucestershire STP,South West,2020,4,Community-onset,6,N/A,N/A
E. coli,CCG,11M, Gloucestershire,South West,Gloucestershire STP,South West,2020,8,"Community-onset, community associated",20,N/A,N/A
E. coli,CCG,11M, Gloucestershire,South West,Gloucestershire STP,South West,2021,2,Community-onset,13,N/A,N/A
E. coli,CCG,11M, Gloucestershire,South West,Gloucestershire STP,South West,2021,1,"Community-onset, healthcare associated",3,N/A,N/A
E. coli,CCG,11M, Gloucestershire,South West,Gloucestershire STP,South West,2021,3,No information,0,N/A,N/A
E. coli,CCG,11M, Gloucestershire,South West,Gloucestershire STP,South West,2021,3,"Hospital-onset, healthcare associated",3,N/A,N/A
E. coli,CCG,11M, Gloucestershire,South West,Gloucestershire STP,South West,2021,2,"Community-onset, healthcare associated",1,N/A,N/A
E. coli,CCG,11M, Gloucestershire,South West,Gloucestershire STP,South West,2020,10,No information,0,N/A,N/A
E. coli,CCG,11M, Gloucestershire,South West,Gloucestershire STP,South West,2021,2,Total cases,17,N/A,N/A
E. coli,CCG,11M, Gloucestershire,South West,Gloucestershire STP,South West,2020,4,Total cases,7,N/A,N/A
E. coli,CCG,11M, Gloucestershire,South West,Gloucestershire STP,South West,2021,3,"Community-onset, healthcare associated",7,N/A,N/A
E. coli,CCG,11M, Gloucestershire,South West,Gloucestershire STP,South West,2020,4,"Community-onset, community associated",4,N/A,N/A
E. coli,CCG,11M, Gloucestershire,South West,Gloucestershire STP,South West,2020,10,Unknown,0,N/A,N/A
E. coli,CCG,11M, Gloucestershire,South West,Gloucestershire STP,South West,2021,1,Hospital-onset,2,N/A,N/A
E. coli,CCG,11M, Gloucestershire,South West,Gloucestershire STP,South West,2020,11,Total cases,22,N/A,N/A
E. coli,CCG,11M, Gloucestershire,South West,Gloucestershire STP,South West,2021,3,Total cases,25,N/A,N/A
E. coli,CCG,11M, Gloucestershire,South West,Gloucestershire STP,South West,2020,6,Total cases,16,N/A,N/A
E. coli,CCG,11M, Gloucestershire,South West,Gloucestershire STP,South West,2020,8,Unknown,0,N/A,N/A
E. coli,CCG,11M, Gloucestershire,South West,Gloucestershire STP,South West,2021,3,Unknown,0,N/A,N/A
E. coli,CCG,11M, Gloucestershire,South West,Gloucestershire STP,South West,2020,12,"Hospital-onset, healthcare associated",2,N/A,N/A
E. coli,CCG,11M, Gloucestershire,South West,Gloucestershire STP,South West,2020,8,Total cases,27,N/A,N/A
E. coli,CCG,11M, Gloucestershire,South West,Gloucestershire STP,South West,2020,6,Community-onset,12,N/A,N/A
E. coli,CCG,11M, Gloucestershire,South West,Gloucestershire STP,South West,2020,5,Total cases,17,N/A,N/A
E. coli,CCG,11M, Gloucestershire,South West,Gloucestershire STP,South West,2020,10,"Community-onset, community associated",15,N/A,N/A
E. coli,CCG,11M, Gloucestershire,South West,Gloucestershire STP,South West,2021,1,"Community-onset, community associated",10,N/A,N/A
E. coli,CCG,11M, Gloucestershire,South West,Gloucestershire STP,South West,2020,9,"Community-onset, community associated",10,N/A,N/A
E. coli,CCG,11M, Gloucestershire,South West,Gloucestershire STP,South West,2020,9,"Hospital-onset, healthcare associated",2,N/A,N/A
E. coli,CCG,11M, Gloucestershire,South West,Gloucestershire STP,South West,2021,2,Unknown,0,N/A,N/A
E. coli,CCG,11M, Gloucestershire,South West,Gloucestershire STP,South West,2020,10,Hospital-onset,7,N/A,N/A
E. coli,CCG,11M, Gloucestershire,South West,Gloucestershire STP,South West,2020,10,Community-onset,19,N/A,N/A
E. coli,CCG,11M, Gloucestershire,South West,Gloucestershire STP,South West,2021,1,"Hospital-onset, healthcare associated",2,N/A,N/A
E. coli,CCG,11M, Gloucestershire,South West,Gloucestershire STP,South West,2020,5,Unknown,0,N/A,N/A
E. coli,CCG,11M, Gloucestershire,South West,Gloucestershire STP,South West,2020,10,"Hospital-onset, healthcare associated",7,N/A,N/A
E. coli,CCG,11M, Gloucestershire,South West,Gloucestershire STP,South West,2020,4,"Community-onset, healthcare associated",2,N/A,N/A
E. coli,CCG,11M, Gloucestershire,South West,Gloucestershire STP,South West,2021,2,"Hospital-onset, healthcare associated",4,N/A,N/A
E. coli,CCG,11M, Gloucestershire,South West,Gloucestershire STP,South West,2020,12,Hospital-onset,2,N/A,N/A
E. coli,CCG,11M, Gloucestershire,South West,Gloucestershire STP,South West,2021,2,No information,0,N/A,N/A
E. coli,CCG,11M, Gloucestershire,South West,Gloucestershire STP,South West,2020,7,No information,0,N/A,N/A
E. coli,CCG,11M, Gloucestershire,South West,Gloucestershire STP,South West,2020,7,"Community-onset, healthcare associated",4,N/A,N/A
E. coli,CCG,11M, Gloucestershire,South West,Gloucestershire STP,South West,2020,11,"Community-onset, community associated",15,N/A,N/A
E. coli,CCG,11M, Gloucestershire,South West,Gloucestershire STP,South West,2020,5,"Community-onset, healthcare associated",0,N/A,N/A
E. coli,CCG,11M, Gloucestershire,South West,Gloucestershire STP,South West,2020,5,No information,0,N/A,N/A
E. coli,CCG,11M, Gloucestershire,South West,Gloucestershire STP,South West,2020,12,"Community-onset, community associated",13,N/A,N/A
E. coli,CCG,11M, Gloucestershire,South West,Gloucestershire STP,South West,2020,11,No information,0,N/A,N/A
E. coli,CCG,11M, Gloucestershire,South West,Gloucestershire STP,South West,2020,9,Unknown,0,N/A,N/A
E. coli,CCG,11M, Gloucestershire,South West,Gloucestershire STP,South West,2020,4,Unknown,0,N/A,N/A
E. coli,CCG,11M, Gloucestershire,South West,Gloucestershire STP,South West,2020,11,"Hospital-onset, healthcare associated",4,N/A,N/A
E. coli,CCG,11M, Gloucestershire,South West,Gloucestershire STP,South West,2021,3,"Community-onset, community associated",15,N/A,N/A
E. coli,CCG,11M, Gloucestershire,South West,Gloucestershire STP,South West,2020,9,Total cases,19,N/A,N/A
E. coli,CCG,11M, Gloucestershire,South West,Gloucestershire STP,South West,2021,1,No information,0,N/A,N/A
E. coli,CCG,11M, Gloucestershire,South West,Gloucestershire STP,South West,2020,10,Total cases,26,N/A,N/A
E. coli,CCG,11M, Gloucestershire,South West,Gloucestershire STP,South West,2020,9,Hospital-onset,2,N/A,N/A
E. coli,CCG,11M, Gloucestershire,South West,Gloucestershire STP,South West,2020,5,Community-onset,12,N/A,N/A
E. coli,CCG,11M, Gloucestershire,South West,Gloucestershire STP,South West,2020,12,Total cases,19,N/A,N/A
E. coli,CCG,11M, Gloucestershire,South West,Gloucestershire STP,South West,2020,12,"Community-onset, healthcare associated",4,N/A,N/A
E. coli,CCG,11M, Gloucestershire,South West,Gloucestershire STP,South West,2020,11,Hospital-onset,4,N/A,N/A
E. coli,CCG,11M, Gloucestershire,South West,Gloucestershire STP,South West,2020,7,Total cases,22,N/A,N/A
E. coli,CCG,11M, Gloucestershire,South West,Gloucestershire STP,South West,2020,4,No information,0,N/A,N/A
E. coli,CCG,11M, Gloucestershire,South West,Gloucestershire STP,South West,2020,11,Community-onset,18,N/A,N/A
E. coli,CCG,11M, Gloucestershire,South West,Gloucestershire STP,South West,2020,10,"Community-onset, healthcare associated",4,N/A,N/A
E. coli,CCG,11M, Gloucestershire,South West,Gloucestershire STP,South West,2020,7,Community-onset,18,N/A,N/A
E. coli,CCG,11M, Gloucestershire,South West,Gloucestershire STP,South West,2020,7,"Hospital-onset, healthcare associated",4,N/A,N/A
E. coli,CCG,11M, Gloucestershire,South West,Gloucestershire STP,South West,2020,4,"Hospital-onset, healthcare associated",1,N/A,N/A
E. coli,CCG,11M, Gloucestershire,South West,Gloucestershire STP,South West,2020,12,Unknown,0,N/A,N/A
