Collection,Organisation type,Organisation code,Organisation name,PHE Centre,STP,Region name,Year,Month,Metric,Figure,Data signed off,Data changed since last publication?
E. coli,CCG,15N, Devon,South West,Devon STP,South West,2021,2,Unknown 3 months,0,N/A,No
E. coli,CCG,15N, Devon,South West,Devon STP,South West,2021,7,"Community-onset, healthcare associated",21,N/A,No
E. coli,CCG,15N, Devon,South West,Devon STP,South West,2021,6,Total cases,76,N/A,No
E. coli,CCG,15N, Devon,South West,Devon STP,South West,2021,7,"Hospital-onset, healthcare associated",19,N/A,No
E. coli,CCG,15N, Devon,South West,Devon STP,South West,2021,11,Hospital-onset,8,N/A,N/A
E. coli,CCG,15N, Devon,South West,Devon STP,South West,2020,12,"Hospital-onset, healthcare associated",11,N/A,No
E. coli,CCG,15N, Devon,South West,Devon STP,South West,2021,11,Community-onset,64,N/A,N/A
E. coli,CCG,15N, Devon,South West,Devon STP,South West,2021,1,No information,0,N/A,No
E. coli,CCG,15N, Devon,South West,Devon STP,South West,2021,1,"Community-onset, healthcare associated",18,N/A,No
E. coli,CCG,15N, Devon,South West,Devon STP,South West,2021,1,Hospital-onset,14,N/A,No
E. coli,CCG,15N, Devon,South West,Devon STP,South West,2020,11,Total cases,68,N/A,No
E. coli,CCG,15N, Devon,South West,Devon STP,South West,2021,2,No information,0,N/A,No
E. coli,CCG,15N, Devon,South West,Devon STP,South West,2021,10,No information,0,N/A,No
E. coli,CCG,15N, Devon,South West,Devon STP,South West,2021,4,"Community-onset, community associated",52,N/A,No
E. coli,CCG,15N, Devon,South West,Devon STP,South West,2020,11,"Community-onset, community associated",47,N/A,No
E. coli,CCG,15N, Devon,South West,Devon STP,South West,2021,4,"Hospital-onset, healthcare associated",9,N/A,No
E. coli,CCG,15N, Devon,South West,Devon STP,South West,2021,3,Total cases,80,N/A,No
E. coli,CCG,15N, Devon,South West,Devon STP,South West,2021,2,"Community-onset, community associated",50,N/A,No
E. coli,CCG,15N, Devon,South West,Devon STP,South West,2020,11,"Community-onset, healthcare associated",6,N/A,No
E. coli,CCG,15N, Devon,South West,Devon STP,South West,2021,6,Unknown 3 months,0,N/A,No
E. coli,CCG,15N, Devon,South West,Devon STP,South West,2021,7,Total cases,101,N/A,No
E. coli,CCG,15N, Devon,South West,Devon STP,South West,2021,9,"Community-onset, community associated",55,N/A,No
E. coli,CCG,15N, Devon,South West,Devon STP,South West,2021,2,"Community-onset, healthcare associated",7,N/A,No
E. coli,CCG,15N, Devon,South West,Devon STP,South West,2021,8,Community-onset,77,N/A,No
E. coli,CCG,15N, Devon,South West,Devon STP,South West,2021,7,Community-onset,82,N/A,No
E. coli,CCG,15N, Devon,South West,Devon STP,South West,2021,5,"Hospital-onset, healthcare associated",6,N/A,No
E. coli,CCG,15N, Devon,South West,Devon STP,South West,2020,12,"Community-onset, healthcare associated",17,N/A,No
E. coli,CCG,15N, Devon,South West,Devon STP,South West,2021,1,Total cases,86,N/A,No
E. coli,CCG,15N, Devon,South West,Devon STP,South West,2021,11,Total cases,72,N/A,N/A
E. coli,CCG,15N, Devon,South West,Devon STP,South West,2020,12,Community-onset,67,N/A,No
E. coli,CCG,15N, Devon,South West,Devon STP,South West,2021,6,Hospital-onset,9,N/A,No
E. coli,CCG,15N, Devon,South West,Devon STP,South West,2021,8,"Community-onset, community associated",63,N/A,No
E. coli,CCG,15N, Devon,South West,Devon STP,South West,2021,7,"Community-onset, community associated",61,N/A,No
E. coli,CCG,15N, Devon,South West,Devon STP,South West,2021,5,No information,0,N/A,No
E. coli,CCG,15N, Devon,South West,Devon STP,South West,2021,9,Community-onset,69,N/A,No
E. coli,CCG,15N, Devon,South West,Devon STP,South West,2021,4,Community-onset,61,N/A,No
E. coli,CCG,15N, Devon,South West,Devon STP,South West,2020,11,"Hospital-onset, healthcare associated",14,N/A,No
E. coli,CCG,15N, Devon,South West,Devon STP,South West,2021,3,Hospital-onset,19,N/A,No
E. coli,CCG,15N, Devon,South West,Devon STP,South West,2021,8,"Community-onset, healthcare associated",14,N/A,No
E. coli,CCG,15N, Devon,South West,Devon STP,South West,2021,4,"Community-onset, healthcare associated",9,N/A,No
E. coli,CCG,15N, Devon,South West,Devon STP,South West,2020,11,No information,0,N/A,No
E. coli,CCG,15N, Devon,South West,Devon STP,South West,2021,5,Community-onset,77,N/A,No
E. coli,CCG,15N, Devon,South West,Devon STP,South West,2021,6,No information,0,N/A,No
E. coli,CCG,15N, Devon,South West,Devon STP,South West,2021,3,Unknown 3 months,0,N/A,No
E. coli,CCG,15N, Devon,South West,Devon STP,South West,2021,9,"Hospital-onset, healthcare associated",17,N/A,No
E. coli,CCG,15N, Devon,South West,Devon STP,South West,2020,12,Total cases,78,N/A,No
E. coli,CCG,15N, Devon,South West,Devon STP,South West,2020,12,Unknown 3 months,1,N/A,No
E. coli,CCG,15N, Devon,South West,Devon STP,South West,2021,5,Total cases,83,N/A,No
E. coli,CCG,15N, Devon,South West,Devon STP,South West,2021,6,"Community-onset, community associated",44,N/A,No
E. coli,CCG,15N, Devon,South West,Devon STP,South West,2021,10,"Community-onset, healthcare associated",15,N/A,No
E. coli,CCG,15N, Devon,South West,Devon STP,South West,2020,12,Hospital-onset,11,N/A,No
E. coli,CCG,15N, Devon,South West,Devon STP,South West,2021,8,Total cases,105,N/A,No
E. coli,CCG,15N, Devon,South West,Devon STP,South West,2021,1,"Community-onset, community associated",43,N/A,No
E. coli,CCG,15N, Devon,South West,Devon STP,South West,2021,6,"Community-onset, healthcare associated",23,N/A,No
E. coli,CCG,15N, Devon,South West,Devon STP,South West,2021,3,"Community-onset, healthcare associated",10,N/A,No
E. coli,CCG,15N, Devon,South West,Devon STP,South West,2020,11,Community-onset,54,N/A,No
E. coli,CCG,15N, Devon,South West,Devon STP,South West,2021,4,Unknown 3 months,0,N/A,No
E. coli,CCG,15N, Devon,South West,Devon STP,South West,2021,5,"Community-onset, healthcare associated",16,N/A,No
E. coli,CCG,15N, Devon,South West,Devon STP,South West,2021,6,"Hospital-onset, healthcare associated",9,N/A,No
E. coli,CCG,15N, Devon,South West,Devon STP,South West,2021,11,"Hospital-onset, healthcare associated",8,N/A,N/A
E. coli,CCG,15N, Devon,South West,Devon STP,South West,2021,10,"Community-onset, community associated",45,N/A,No
E. coli,CCG,15N, Devon,South West,Devon STP,South West,2021,4,Total cases,70,N/A,No
E. coli,CCG,15N, Devon,South West,Devon STP,South West,2021,8,"Hospital-onset, healthcare associated",28,N/A,No
E. coli,CCG,15N, Devon,South West,Devon STP,South West,2021,7,Unknown 3 months,0,N/A,No
E. coli,CCG,15N, Devon,South West,Devon STP,South West,2021,3,Community-onset,61,N/A,No
E. coli,CCG,15N, Devon,South West,Devon STP,South West,2021,8,Unknown 3 months,0,N/A,No
E. coli,CCG,16C, Tees Valley,North East,Cumbria and North East STP,North East and Yorkshire,2021,1,"Community-onset, healthcare associated",6,N/A,No
E. coli,CCG,16C, Tees Valley,North East,Cumbria and North East STP,North East and Yorkshire,2021,2,"Hospital-onset, healthcare associated",9,N/A,No
E. coli,CCG,16C, Tees Valley,North East,Cumbria and North East STP,North East and Yorkshire,2020,12,No information,0,N/A,No
E. coli,CCG,16C, Tees Valley,North East,Cumbria and North East STP,North East and Yorkshire,2021,5,No information,0,N/A,No
E. coli,CCG,16C, Tees Valley,North East,Cumbria and North East STP,North East and Yorkshire,2021,10,Unknown 3 months,0,N/A,No
E. coli,CCG,16C, Tees Valley,North East,Cumbria and North East STP,North East and Yorkshire,2021,1,"Community-onset, community associated",29,N/A,No
E. coli,CCG,16C, Tees Valley,North East,Cumbria and North East STP,North East and Yorkshire,2021,6,"Hospital-onset, healthcare associated",13,N/A,No
E. coli,CCG,16C, Tees Valley,North East,Cumbria and North East STP,North East and Yorkshire,2021,11,Community-onset,35,N/A,N/A
E. coli,CCG,16C, Tees Valley,North East,Cumbria and North East STP,North East and Yorkshire,2021,11,Unknown 3 months,0,N/A,N/A
E. coli,CCG,16C, Tees Valley,North East,Cumbria and North East STP,North East and Yorkshire,2021,2,Hospital-onset,9,N/A,No
E. coli,CCG,16C, Tees Valley,North East,Cumbria and North East STP,North East and Yorkshire,2021,5,Unknown 3 months,0,N/A,No
E. coli,CCG,16C, Tees Valley,North East,Cumbria and North East STP,North East and Yorkshire,2021,7,Community-onset,44,N/A,No
E. coli,CCG,16C, Tees Valley,North East,Cumbria and North East STP,North East and Yorkshire,2021,6,Hospital-onset,13,N/A,No
E. coli,CCG,16C, Tees Valley,North East,Cumbria and North East STP,North East and Yorkshire,2021,5,"Hospital-onset, healthcare associated",12,N/A,No
E. coli,CCG,16C, Tees Valley,North East,Cumbria and North East STP,North East and Yorkshire,2021,5,Community-onset,42,N/A,No
E. coli,CCG,16C, Tees Valley,North East,Cumbria and North East STP,North East and Yorkshire,2021,3,"Community-onset, healthcare associated",8,N/A,No
E. coli,CCG,16C, Tees Valley,North East,Cumbria and North East STP,North East and Yorkshire,2021,1,Unknown 3 months,0,N/A,No
E. coli,CCG,16C, Tees Valley,North East,Cumbria and North East STP,North East and Yorkshire,2021,4,Community-onset,39,N/A,No
E. coli,CCG,16C, Tees Valley,North East,Cumbria and North East STP,North East and Yorkshire,2021,6,"Community-onset, healthcare associated",12,N/A,No
E. coli,CCG,16C, Tees Valley,North East,Cumbria and North East STP,North East and Yorkshire,2021,1,Community-onset,35,N/A,No
E. coli,CCG,16C, Tees Valley,North East,Cumbria and North East STP,North East and Yorkshire,2021,11,"Community-onset, community associated",30,N/A,N/A
E. coli,CCG,16C, Tees Valley,North East,Cumbria and North East STP,North East and Yorkshire,2021,9,No information,0,N/A,No
E. coli,CCG,16C, Tees Valley,North East,Cumbria and North East STP,North East and Yorkshire,2021,1,No information,0,N/A,No
E. coli,CCG,16C, Tees Valley,North East,Cumbria and North East STP,North East and Yorkshire,2021,7,No information,0,N/A,No
E. coli,CCG,16C, Tees Valley,North East,Cumbria and North East STP,North East and Yorkshire,2021,3,"Hospital-onset, healthcare associated",5,N/A,No
E. coli,CCG,16C, Tees Valley,North East,Cumbria and North East STP,North East and Yorkshire,2020,12,"Community-onset, healthcare associated",10,N/A,No
E. coli,CCG,16C, Tees Valley,North East,Cumbria and North East STP,North East and Yorkshire,2021,8,No information,0,N/A,No
E. coli,CCG,16C, Tees Valley,North East,Cumbria and North East STP,North East and Yorkshire,2021,4,"Community-onset, community associated",32,N/A,No
E. coli,CCG,16C, Tees Valley,North East,Cumbria and North East STP,North East and Yorkshire,2021,7,Total cases,53,N/A,No
E. coli,CCG,16C, Tees Valley,North East,Cumbria and North East STP,North East and Yorkshire,2020,11,Hospital-onset,7,N/A,No
E. coli,CCG,16C, Tees Valley,North East,Cumbria and North East STP,North East and Yorkshire,2021,6,Unknown 3 months,0,N/A,No
E. coli,CCG,16C, Tees Valley,North East,Cumbria and North East STP,North East and Yorkshire,2021,7,"Community-onset, community associated",37,N/A,No
E. coli,CCG,16C, Tees Valley,North East,Cumbria and North East STP,North East and Yorkshire,2020,11,Total cases,37,N/A,No
E. coli,CCG,16C, Tees Valley,North East,Cumbria and North East STP,North East and Yorkshire,2020,11,"Community-onset, community associated",24,N/A,No
E. coli,CCG,16C, Tees Valley,North East,Cumbria and North East STP,North East and Yorkshire,2021,11,"Hospital-onset, healthcare associated",19,N/A,N/A
E. coli,CCG,16C, Tees Valley,North East,Cumbria and North East STP,North East and Yorkshire,2021,3,Unknown 3 months,0,N/A,No
E. coli,CCG,16C, Tees Valley,North East,Cumbria and North East STP,North East and Yorkshire,2021,4,Hospital-onset,8,N/A,No
E. coli,CCG,16C, Tees Valley,North East,Cumbria and North East STP,North East and Yorkshire,2020,12,"Community-onset, community associated",27,N/A,No
E. coli,CCG,16C, Tees Valley,North East,Cumbria and North East STP,North East and Yorkshire,2021,4,No information,0,N/A,No
E. coli,CCG,16C, Tees Valley,North East,Cumbria and North East STP,North East and Yorkshire,2021,3,Community-onset,51,N/A,No
E. coli,CCG,16C, Tees Valley,North East,Cumbria and North East STP,North East and Yorkshire,2021,4,Unknown 3 months,0,N/A,No
E. coli,CCG,16C, Tees Valley,North East,Cumbria and North East STP,North East and Yorkshire,2021,6,Total cases,63,N/A,No
E. coli,CCG,16C, Tees Valley,North East,Cumbria and North East STP,North East and Yorkshire,2021,11,Hospital-onset,19,N/A,N/A
E. coli,CCG,16C, Tees Valley,North East,Cumbria and North East STP,North East and Yorkshire,2020,12,Unknown 3 months,0,N/A,No
E. coli,CCG,16C, Tees Valley,North East,Cumbria and North East STP,North East and Yorkshire,2021,9,Total cases,57,N/A,No
E. coli,CCG,16C, Tees Valley,North East,Cumbria and North East STP,North East and Yorkshire,2021,2,"Community-onset, healthcare associated",5,N/A,No
E. coli,CCG,16C, Tees Valley,North East,Cumbria and North East STP,North East and Yorkshire,2021,8,Community-onset,47,N/A,No
E. coli,CCG,16C, Tees Valley,North East,Cumbria and North East STP,North East and Yorkshire,2021,1,"Hospital-onset, healthcare associated",12,N/A,No
E. coli,CCG,16C, Tees Valley,North East,Cumbria and North East STP,North East and Yorkshire,2021,5,Total cases,54,N/A,No
E. coli,CCG,16C, Tees Valley,North East,Cumbria and North East STP,North East and Yorkshire,2021,10,Community-onset,39,N/A,No
E. coli,CCG,16C, Tees Valley,North East,Cumbria and North East STP,North East and Yorkshire,2020,12,Community-onset,37,N/A,No
E. coli,CCG,16C, Tees Valley,North East,Cumbria and North East STP,North East and Yorkshire,2021,4,"Hospital-onset, healthcare associated",8,N/A,No
E. coli,CCG,16C, Tees Valley,North East,Cumbria and North East STP,North East and Yorkshire,2021,3,No information,0,N/A,No
E. coli,CCG,16C, Tees Valley,North East,Cumbria and North East STP,North East and Yorkshire,2021,11,No information,0,N/A,N/A
E. coli,CCG,16C, Tees Valley,North East,Cumbria and North East STP,North East and Yorkshire,2021,2,No information,0,N/A,No
E. coli,CCG,16C, Tees Valley,North East,Cumbria and North East STP,North East and Yorkshire,2020,11,Community-onset,30,N/A,No
E. coli,CCG,16C, Tees Valley,North East,Cumbria and North East STP,North East and Yorkshire,2021,10,"Hospital-onset, healthcare associated",4,N/A,No
E. coli,CCG,16C, Tees Valley,North East,Cumbria and North East STP,North East and Yorkshire,2021,7,"Hospital-onset, healthcare associated",9,N/A,No
E. coli,CCG,16C, Tees Valley,North East,Cumbria and North East STP,North East and Yorkshire,2021,10,"Community-onset, community associated",31,N/A,No
E. coli,CCG,16C, Tees Valley,North East,Cumbria and North East STP,North East and Yorkshire,2021,10,Total cases,43,N/A,No
E. coli,CCG,16C, Tees Valley,North East,Cumbria and North East STP,North East and Yorkshire,2021,9,Hospital-onset,8,N/A,No
E. coli,CCG,16C, Tees Valley,North East,Cumbria and North East STP,North East and Yorkshire,2021,8,Total cases,52,N/A,No
E. coli,CCG,16C, Tees Valley,North East,Cumbria and North East STP,North East and Yorkshire,2021,8,Unknown 3 months,1,N/A,No
E. coli,CCG,16C, Tees Valley,North East,Cumbria and North East STP,North East and Yorkshire,2021,7,Hospital-onset,9,N/A,No
E. coli,CCG,16C, Tees Valley,North East,Cumbria and North East STP,North East and Yorkshire,2021,1,Total cases,47,N/A,No
E. coli,CCG,16C, Tees Valley,North East,Cumbria and North East STP,North East and Yorkshire,2021,3,Total cases,56,N/A,No
E. coli,CCG,16C, Tees Valley,North East,Cumbria and North East STP,North East and Yorkshire,2021,10,No information,0,N/A,No
E. coli,CCG,16C, Tees Valley,North East,Cumbria and North East STP,North East and Yorkshire,2021,9,Unknown 3 months,0,N/A,No
E. coli,CCG,16C, Tees Valley,North East,Cumbria and North East STP,North East and Yorkshire,2021,8,Hospital-onset,5,N/A,No
E. coli,CCG,16C, Tees Valley,North East,Cumbria and North East STP,North East and Yorkshire,2020,11,"Community-onset, healthcare associated",6,N/A,No
E. coli,CCG,16C, Tees Valley,North East,Cumbria and North East STP,North East and Yorkshire,2021,9,"Community-onset, healthcare associated",11,N/A,No
E. coli,CCG,16C, Tees Valley,North East,Cumbria and North East STP,North East and Yorkshire,2021,7,"Community-onset, healthcare associated",7,N/A,No
E. coli,CCG,16C, Tees Valley,North East,Cumbria and North East STP,North East and Yorkshire,2021,10,Hospital-onset,4,N/A,No
E. coli,CCG,16C, Tees Valley,North East,Cumbria and North East STP,North East and Yorkshire,2020,12,"Hospital-onset, healthcare associated",8,N/A,No
E. coli,CCG,16C, Tees Valley,North East,Cumbria and North East STP,North East and Yorkshire,2021,9,Community-onset,49,N/A,No
E. coli,CCG,16C, Tees Valley,North East,Cumbria and North East STP,North East and Yorkshire,2021,2,Community-onset,37,N/A,No
E. coli,CCG,16C, Tees Valley,North East,Cumbria and North East STP,North East and Yorkshire,2021,5,"Community-onset, healthcare associated",5,N/A,No
E. coli,CCG,16C, Tees Valley,North East,Cumbria and North East STP,North East and Yorkshire,2021,9,"Community-onset, community associated",38,N/A,No
E. coli,CCG,16C, Tees Valley,North East,Cumbria and North East STP,North East and Yorkshire,2021,8,"Community-onset, healthcare associated",12,N/A,No
E. coli,CCG,16C, Tees Valley,North East,Cumbria and North East STP,North East and Yorkshire,2021,2,Unknown 3 months,0,N/A,No
E. coli,CCG,16C, Tees Valley,North East,Cumbria and North East STP,North East and Yorkshire,2021,3,"Community-onset, community associated",43,N/A,No
E. coli,CCG,16C, Tees Valley,North East,Cumbria and North East STP,North East and Yorkshire,2021,4,"Community-onset, healthcare associated",7,N/A,No
E. coli,CCG,16C, Tees Valley,North East,Cumbria and North East STP,North East and Yorkshire,2021,9,"Hospital-onset, healthcare associated",8,N/A,No
E. coli,CCG,16C, Tees Valley,North East,Cumbria and North East STP,North East and Yorkshire,2021,3,Hospital-onset,5,N/A,No
E. coli,CCG,16C, Tees Valley,North East,Cumbria and North East STP,North East and Yorkshire,2021,2,"Community-onset, community associated",32,N/A,No
E. coli,CCG,16C, Tees Valley,North East,Cumbria and North East STP,North East and Yorkshire,2021,6,"Community-onset, community associated",38,N/A,No
E. coli,CCG,16C, Tees Valley,North East,Cumbria and North East STP,North East and Yorkshire,2021,2,Total cases,46,N/A,No
E. coli,CCG,16C, Tees Valley,North East,Cumbria and North East STP,North East and Yorkshire,2021,8,"Community-onset, community associated",34,N/A,No
E. coli,CCG,16C, Tees Valley,North East,Cumbria and North East STP,North East and Yorkshire,2021,5,Hospital-onset,12,N/A,No
E. coli,CCG,16C, Tees Valley,North East,Cumbria and North East STP,North East and Yorkshire,2021,8,"Hospital-onset, healthcare associated",5,N/A,No
E. coli,CCG,16C, Tees Valley,North East,Cumbria and North East STP,North East and Yorkshire,2020,11,Unknown 3 months,0,N/A,No
E. coli,CCG,16C, Tees Valley,North East,Cumbria and North East STP,North East and Yorkshire,2021,4,Total cases,47,N/A,No
E. coli,CCG,16C, Tees Valley,North East,Cumbria and North East STP,North East and Yorkshire,2021,1,Hospital-onset,12,N/A,No
E. coli,CCG,16C, Tees Valley,North East,Cumbria and North East STP,North East and Yorkshire,2020,11,No information,0,N/A,No
E. coli,CCG,16C, Tees Valley,North East,Cumbria and North East STP,North East and Yorkshire,2021,5,"Community-onset, community associated",37,N/A,No
E. coli,CCG,16C, Tees Valley,North East,Cumbria and North East STP,North East and Yorkshire,2021,6,Community-onset,50,N/A,No
E. coli,CCG,16C, Tees Valley,North East,Cumbria and North East STP,North East and Yorkshire,2020,12,Total cases,45,N/A,No
E. coli,CCG,16C, Tees Valley,North East,Cumbria and North East STP,North East and Yorkshire,2021,6,No information,0,N/A,No
E. coli,CCG,16C, Tees Valley,North East,Cumbria and North East STP,North East and Yorkshire,2020,11,"Hospital-onset, healthcare associated",7,N/A,No
E. coli,CCG,16C, Tees Valley,North East,Cumbria and North East STP,North East and Yorkshire,2021,11,"Community-onset, healthcare associated",5,N/A,N/A
E. coli,CCG,16C, Tees Valley,North East,Cumbria and North East STP,North East and Yorkshire,2021,7,Unknown 3 months,0,N/A,No
E. coli,CCG,16C, Tees Valley,North East,Cumbria and North East STP,North East and Yorkshire,2021,11,Total cases,54,N/A,N/A
E. coli,CCG,16C, Tees Valley,North East,Cumbria and North East STP,North East and Yorkshire,2020,12,Hospital-onset,8,N/A,No
E. coli,CCG,16C, Tees Valley,North East,Cumbria and North East STP,North East and Yorkshire,2021,10,"Community-onset, healthcare associated",8,N/A,No
E. coli,CCG,18C, Herefordshire and Worcestershire,West Midlands,Herefordshire and Worcestershire STP,Midlands,2021,2,Total cases,38,N/A,No
E. coli,CCG,18C, Herefordshire and Worcestershire,West Midlands,Herefordshire and Worcestershire STP,Midlands,2021,4,"Hospital-onset, healthcare associated",5,N/A,No
E. coli,CCG,18C, Herefordshire and Worcestershire,West Midlands,Herefordshire and Worcestershire STP,Midlands,2021,9,No information,0,N/A,No
E. coli,CCG,18C, Herefordshire and Worcestershire,West Midlands,Herefordshire and Worcestershire STP,Midlands,2021,7,"Community-onset, healthcare associated",2,N/A,No
E. coli,CCG,18C, Herefordshire and Worcestershire,West Midlands,Herefordshire and Worcestershire STP,Midlands,2020,12,Unknown 3 months,0,N/A,No
E. coli,CCG,18C, Herefordshire and Worcestershire,West Midlands,Herefordshire and Worcestershire STP,Midlands,2021,7,"Hospital-onset, healthcare associated",2,N/A,No
E. coli,CCG,18C, Herefordshire and Worcestershire,West Midlands,Herefordshire and Worcestershire STP,Midlands,2020,11,No information,0,N/A,No
E. coli,CCG,18C, Herefordshire and Worcestershire,West Midlands,Herefordshire and Worcestershire STP,Midlands,2020,12,"Hospital-onset, healthcare associated",4,N/A,No
E. coli,CCG,18C, Herefordshire and Worcestershire,West Midlands,Herefordshire and Worcestershire STP,Midlands,2021,3,Hospital-onset,6,N/A,No
E. coli,CCG,18C, Herefordshire and Worcestershire,West Midlands,Herefordshire and Worcestershire STP,Midlands,2021,8,Community-onset,46,N/A,No
E. coli,CCG,18C, Herefordshire and Worcestershire,West Midlands,Herefordshire and Worcestershire STP,Midlands,2021,1,Hospital-onset,4,N/A,No
E. coli,CCG,18C, Herefordshire and Worcestershire,West Midlands,Herefordshire and Worcestershire STP,Midlands,2021,3,Community-onset,32,N/A,No
E. coli,CCG,18C, Herefordshire and Worcestershire,West Midlands,Herefordshire and Worcestershire STP,Midlands,2020,12,Hospital-onset,4,N/A,No
E. coli,CCG,18C, Herefordshire and Worcestershire,West Midlands,Herefordshire and Worcestershire STP,Midlands,2021,11,No information,0,N/A,N/A
E. coli,CCG,18C, Herefordshire and Worcestershire,West Midlands,Herefordshire and Worcestershire STP,Midlands,2021,5,"Community-onset, healthcare associated",5,N/A,No
E. coli,CCG,18C, Herefordshire and Worcestershire,West Midlands,Herefordshire and Worcestershire STP,Midlands,2021,4,No information,0,N/A,No
E. coli,CCG,18C, Herefordshire and Worcestershire,West Midlands,Herefordshire and Worcestershire STP,Midlands,2021,5,"Community-onset, community associated",33,N/A,No
E. coli,CCG,18C, Herefordshire and Worcestershire,West Midlands,Herefordshire and Worcestershire STP,Midlands,2021,2,No information,0,N/A,No
E. coli,CCG,18C, Herefordshire and Worcestershire,West Midlands,Herefordshire and Worcestershire STP,Midlands,2021,6,"Hospital-onset, healthcare associated",4,N/A,No
E. coli,CCG,18C, Herefordshire and Worcestershire,West Midlands,Herefordshire and Worcestershire STP,Midlands,2021,7,"Community-onset, community associated",38,N/A,No
E. coli,CCG,18C, Herefordshire and Worcestershire,West Midlands,Herefordshire and Worcestershire STP,Midlands,2021,4,Total cases,46,N/A,No
E. coli,CCG,18C, Herefordshire and Worcestershire,West Midlands,Herefordshire and Worcestershire STP,Midlands,2021,9,Unknown 3 months,0,N/A,No
E. coli,CCG,18C, Herefordshire and Worcestershire,West Midlands,Herefordshire and Worcestershire STP,Midlands,2021,11,Hospital-onset,6,N/A,N/A
E. coli,CCG,18C, Herefordshire and Worcestershire,West Midlands,Herefordshire and Worcestershire STP,Midlands,2021,3,"Community-onset, community associated",20,N/A,No
E. coli,CCG,18C, Herefordshire and Worcestershire,West Midlands,Herefordshire and Worcestershire STP,Midlands,2021,8,Unknown 3 months,0,N/A,No
E. coli,CCG,18C, Herefordshire and Worcestershire,West Midlands,Herefordshire and Worcestershire STP,Midlands,2020,11,"Hospital-onset, healthcare associated",6,N/A,No
E. coli,CCG,18C, Herefordshire and Worcestershire,West Midlands,Herefordshire and Worcestershire STP,Midlands,2021,4,"Community-onset, healthcare associated",11,N/A,No
E. coli,CCG,18C, Herefordshire and Worcestershire,West Midlands,Herefordshire and Worcestershire STP,Midlands,2021,7,Hospital-onset,2,N/A,No
E. coli,CCG,18C, Herefordshire and Worcestershire,West Midlands,Herefordshire and Worcestershire STP,Midlands,2021,10,Total cases,33,N/A,No
E. coli,CCG,18C, Herefordshire and Worcestershire,West Midlands,Herefordshire and Worcestershire STP,Midlands,2021,6,No information,0,N/A,No
E. coli,CCG,18C, Herefordshire and Worcestershire,West Midlands,Herefordshire and Worcestershire STP,Midlands,2021,1,Unknown 3 months,0,N/A,No
E. coli,CCG,18C, Herefordshire and Worcestershire,West Midlands,Herefordshire and Worcestershire STP,Midlands,2021,9,"Hospital-onset, healthcare associated",4,N/A,No
E. coli,CCG,18C, Herefordshire and Worcestershire,West Midlands,Herefordshire and Worcestershire STP,Midlands,2021,9,Community-onset,39,N/A,No
E. coli,CCG,18C, Herefordshire and Worcestershire,West Midlands,Herefordshire and Worcestershire STP,Midlands,2021,3,No information,0,N/A,No
E. coli,CCG,18C, Herefordshire and Worcestershire,West Midlands,Herefordshire and Worcestershire STP,Midlands,2021,6,Community-onset,36,N/A,No
E. coli,CCG,18C, Herefordshire and Worcestershire,West Midlands,Herefordshire and Worcestershire STP,Midlands,2021,9,"Community-onset, healthcare associated",5,N/A,No
E. coli,CCG,18C, Herefordshire and Worcestershire,West Midlands,Herefordshire and Worcestershire STP,Midlands,2021,6,Total cases,40,N/A,No
E. coli,CCG,18C, Herefordshire and Worcestershire,West Midlands,Herefordshire and Worcestershire STP,Midlands,2021,1,"Community-onset, community associated",17,N/A,No
E. coli,CCG,18C, Herefordshire and Worcestershire,West Midlands,Herefordshire and Worcestershire STP,Midlands,2021,3,"Hospital-onset, healthcare associated",6,N/A,No
E. coli,CCG,18C, Herefordshire and Worcestershire,West Midlands,Herefordshire and Worcestershire STP,Midlands,2021,1,Community-onset,22,N/A,No
E. coli,CCG,18C, Herefordshire and Worcestershire,West Midlands,Herefordshire and Worcestershire STP,Midlands,2020,11,Unknown 3 months,0,N/A,No
E. coli,CCG,18C, Herefordshire and Worcestershire,West Midlands,Herefordshire and Worcestershire STP,Midlands,2021,11,"Community-onset, community associated",30,N/A,N/A
E. coli,CCG,18C, Herefordshire and Worcestershire,West Midlands,Herefordshire and Worcestershire STP,Midlands,2021,5,"Hospital-onset, healthcare associated",4,N/A,No
E. coli,CCG,18C, Herefordshire and Worcestershire,West Midlands,Herefordshire and Worcestershire STP,Midlands,2021,2,Community-onset,32,N/A,No
E. coli,CCG,18C, Herefordshire and Worcestershire,West Midlands,Herefordshire and Worcestershire STP,Midlands,2021,11,"Hospital-onset, healthcare associated",6,N/A,N/A
E. coli,CCG,18C, Herefordshire and Worcestershire,West Midlands,Herefordshire and Worcestershire STP,Midlands,2020,12,Total cases,42,N/A,No
E. coli,CCG,18C, Herefordshire and Worcestershire,West Midlands,Herefordshire and Worcestershire STP,Midlands,2021,6,Hospital-onset,4,N/A,No
E. coli,CCG,18C, Herefordshire and Worcestershire,West Midlands,Herefordshire and Worcestershire STP,Midlands,2021,7,Unknown 3 months,1,N/A,No
E. coli,CCG,18C, Herefordshire and Worcestershire,West Midlands,Herefordshire and Worcestershire STP,Midlands,2021,6,"Community-onset, community associated",30,N/A,No
E. coli,CCG,18C, Herefordshire and Worcestershire,West Midlands,Herefordshire and Worcestershire STP,Midlands,2021,11,"Community-onset, healthcare associated",6,N/A,N/A
